VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_TEXCOORD0.x, in_TEXCOORD0.y
1184, 246, -0.10007,  0.14397, -1.07043E-06,  0.49999,  0.53863
1185, 267, -0.09571,  0.13377, -0.01795,  0.45617,  0.53001
1186, 276, -0.09019,  0.12737, -0.03159,  0.4216,  0.51831
1187, 269, -0.09942,  0.12627, -0.03365,  0.41788,  0.53922
1188, 274, -0.09741,  0.12, -0.04814,  0.38147,  0.53543
1189, 269, -0.09942,  0.12627, -0.03365,  0.41788,  0.53922
1190, 276, -0.09019,  0.12737, -0.03159,  0.4216,  0.51831
1191, 276, -0.09019,  0.12737, -0.03159,  0.4216,  0.51831
1192, 267, -0.09571,  0.13377, -0.01795,  0.45617,  0.53001
1193, 277, -0.08367,  0.13714, -0.01547,  0.45722,  0.50368
1194, 277, -0.08367,  0.13714, -0.01547,  0.45722,  0.50368
1195, 278, -0.07838,  0.13109, -0.0287,  0.42676,  0.49207
1196, 276, -0.09019,  0.12737, -0.03159,  0.4216,  0.51831
1197, 278, -0.07838,  0.13109, -0.0287,  0.42676,  0.49207
1198, 277, -0.08367,  0.13714, -0.01547,  0.45722,  0.50368
1199, 279, -0.07364,  0.14248, -0.01335,  0.45879,  0.47993
1200, 280, -0.06815,  0.1365, -0.02507,  0.43328,  0.46786
1201, 278, -0.07838,  0.13109, -0.0287,  0.42676,  0.49207
1202, 279, -0.07364,  0.14248, -0.01335,  0.45879,  0.47993
1203, 281, -0.08487,  0.12203, -0.04585,  0.38695,  0.50705
1204, 276, -0.09019,  0.12737, -0.03159,  0.4216,  0.51831
1205, 278, -0.07838,  0.13109, -0.0287,  0.42676,  0.49207
1206, 276, -0.09019,  0.12737, -0.03159,  0.4216,  0.51831
1207, 281, -0.08487,  0.12203, -0.04585,  0.38695,  0.50705
1208, 274, -0.09741,  0.12, -0.04814,  0.38147,  0.53543
1209, 282, -0.07416,  0.1265, -0.04301,  0.3944,  0.48201
1210, 281, -0.08487,  0.12203, -0.04585,  0.38695,  0.50705
1211, 278, -0.07838,  0.13109, -0.0287,  0.42676,  0.49207
1212, 283, -0.07068,  0.12292, -0.05823,  0.36219,  0.47212
1213, 281, -0.08487,  0.12203, -0.04585,  0.38695,  0.50705
1214, 282, -0.07416,  0.1265, -0.04301,  0.3944,  0.48201
1215, 281, -0.08487,  0.12203, -0.04585,  0.38695,  0.50705
1216, 283, -0.07068,  0.12292, -0.05823,  0.36219,  0.47212
1217, 284, -0.08223,  0.11771, -0.06003,  0.35511,  0.50047
1218, 274, -0.09741,  0.12, -0.04814,  0.38147,  0.53543
1219, 281, -0.08487,  0.12203, -0.04585,  0.38695,  0.50705
1220, 284, -0.08223,  0.11771, -0.06003,  0.35511,  0.50047
1221, 283, -0.07068,  0.12292, -0.05823,  0.36219,  0.47212
1222, 282, -0.07416,  0.1265, -0.04301,  0.3944,  0.48201
1223, 285, -0.06389,  0.13205, -0.04015,  0.40295,  0.45693
1224, 285, -0.06389,  0.13205, -0.04015,  0.40295,  0.45693
1225, 282, -0.07416,  0.1265, -0.04301,  0.3944,  0.48201
1226, 278, -0.07838,  0.13109, -0.0287,  0.42676,  0.49207
1227, 278, -0.07838,  0.13109, -0.0287,  0.42676,  0.49207
1228, 280, -0.06815,  0.1365, -0.02507,  0.43328,  0.46786
1229, 285, -0.06389,  0.13205, -0.04015,  0.40295,  0.45693
1230, 285, -0.06389,  0.13205, -0.04015,  0.40295,  0.45693
1231, 286, -0.05936,  0.12783, -0.05578,  0.36994,  0.4446
1232, 283, -0.07068,  0.12292, -0.05823,  0.36219,  0.47212
1233, 283, -0.07068,  0.12292, -0.05823,  0.36219,  0.47212
1234, 286, -0.05936,  0.12783, -0.05578,  0.36994,  0.4446
1235, 287, -0.05652,  0.12122, -0.07045,  0.33655,  0.43729
1236, 287, -0.05652,  0.12122, -0.07045,  0.33655,  0.43729
1237, 288, -0.06871,  0.11679, -0.07243,  0.32823,  0.46664
1238, 283, -0.07068,  0.12292, -0.05823,  0.36219,  0.47212
1239, 284, -0.08223,  0.11771, -0.06003,  0.35511,  0.50047
1240, 283, -0.07068,  0.12292, -0.05823,  0.36219,  0.47212
1241, 288, -0.06871,  0.11679, -0.07243,  0.32823,  0.46664
1242, 289, -0.05141,  0.13732, -0.03639,  0.41411,  0.42729
1243, 285, -0.06389,  0.13205, -0.04015,  0.40295,  0.45693
1244, 280, -0.06815,  0.1365, -0.02507,  0.43328,  0.46786
1245, 280, -0.06815,  0.1365, -0.02507,  0.43328,  0.46786
1246, 290, -0.05711,  0.14362, -0.02026,  0.44359,  0.44107
1247, 289, -0.05141,  0.13732, -0.03639,  0.41411,  0.42729
1248, 291, -0.08076,  0.14957, -0.00411,  0.48596,  0.49267
1249, 279, -0.07364,  0.14248, -0.01335,  0.45879,  0.47993
1250, 277, -0.08367,  0.13714, -0.01547,  0.45722,  0.50368
1251, 277, -0.08367,  0.13714, -0.01547,  0.45722,  0.50368
1252, 292, -0.08893,  0.14394, -0.00532,  0.48424,  0.51355
1253, 291, -0.08076,  0.14957, -0.00411,  0.48596,  0.49267
1254, 290, -0.05711,  0.14362, -0.02026,  0.44359,  0.44107
1255, 280, -0.06815,  0.1365, -0.02507,  0.43328,  0.46786
1256, 293, -0.06406,  0.14952, -0.01094,  0.46352,  0.45573
1257, 280, -0.06815,  0.1365, -0.02507,  0.43328,  0.46786
1258, 279, -0.07364,  0.14248, -0.01335,  0.45879,  0.47993
1259, 293, -0.06406,  0.14952, -0.01094,  0.46352,  0.45573
1260, 279, -0.07364,  0.14248, -0.01335,  0.45879,  0.47993
1261, 294, -0.07343,  0.15787, -0.0037,  0.48758,  0.47199
1262, 293, -0.06406,  0.14952, -0.01094,  0.46352,  0.45573
1263, 279, -0.07364,  0.14248, -0.01335,  0.45879,  0.47993
1264, 291, -0.08076,  0.14957, -0.00411,  0.48596,  0.49267
1265, 294, -0.07343,  0.15787, -0.0037,  0.48758,  0.47199
1266, 293, -0.06406,  0.14952, -0.01094,  0.46352,  0.45573
1267, 294, -0.07343,  0.15787, -0.0037,  0.48758,  0.47199
1268, 295, -0.06782,  0.16545, -0.00296,  0.49048,  0.45624
1269, 296, -0.04042,  0.14014, -0.03156,  0.42582,  0.40318
1270, 289, -0.05141,  0.13732, -0.03639,  0.41411,  0.42729
1271, 290, -0.05711,  0.14362, -0.02026,  0.44359,  0.44107
1272, 290, -0.05711,  0.14362, -0.02026,  0.44359,  0.44107
1273, 297, -0.0473,  0.1511, -0.01372,  0.45844,  0.41756
1274, 296, -0.04042,  0.14014, -0.03156,  0.42582,  0.40318
1275, 297, -0.0473,  0.1511, -0.01372,  0.45844,  0.41756
1276, 290, -0.05711,  0.14362, -0.02026,  0.44359,  0.44107
1277, 293, -0.06406,  0.14952, -0.01094,  0.46352,  0.45573
1278, 297, -0.0473,  0.1511, -0.01372,  0.45844,  0.41756
1279, 293, -0.06406,  0.14952, -0.01094,  0.46352,  0.45573
1280, 298, -0.05696,  0.1574, -0.00796,  0.47256,  0.43711
1281, 295, -0.06782,  0.16545, -0.00296,  0.49048,  0.45624
1282, 298, -0.05696,  0.1574, -0.00796,  0.47256,  0.43711
1283, 293, -0.06406,  0.14952, -0.01094,  0.46352,  0.45573
1284, 288, -0.06871,  0.11679, -0.07243,  0.32823,  0.46664
1285, 299, -0.08099,  0.1134, -0.07395,  0.32244,  0.49636
1286, 284, -0.08223,  0.11771, -0.06003,  0.35511,  0.50047
1287, 299, -0.08099,  0.1134, -0.07395,  0.32244,  0.49636
1288, 288, -0.06871,  0.11679, -0.07243,  0.32823,  0.46664
1289, 300, -0.0683,  0.10808, -0.08808,  0.28911,  0.46335
1290, 301, -0.08147,  0.10584, -0.08902,  0.28426,  0.49484
1291, 299, -0.08099,  0.1134, -0.07395,  0.32244,  0.49636
1292, 300, -0.0683,  0.10808, -0.08808,  0.28911,  0.46335
1293, 302, -0.09461,  0.11102, -0.07561,  0.31922,  0.53018
1294, 299, -0.08099,  0.1134, -0.07395,  0.32244,  0.49636
1295, 301, -0.08147,  0.10584, -0.08902,  0.28426,  0.49484
1296, 299, -0.08099,  0.1134, -0.07395,  0.32244,  0.49636
1297, 302, -0.09461,  0.11102, -0.07561,  0.31922,  0.53018
1298, 303, -0.09577,  0.11548, -0.06189,  0.34983,  0.53307
1299, 303, -0.09577,  0.11548, -0.06189,  0.34983,  0.53307
1300, 284, -0.08223,  0.11771, -0.06003,  0.35511,  0.50047
1301, 299, -0.08099,  0.1134, -0.07395,  0.32244,  0.49636
1302, 302, -0.09461,  0.11102, -0.07561,  0.31922,  0.53018
1303, 301, -0.08147,  0.10584, -0.08902,  0.28426,  0.49484
1304, 304, -0.09404,  0.10403, -0.09103,  0.27796,  0.5246
1305, 301, -0.08147,  0.10584, -0.08902,  0.28426,  0.49484
1306, 300, -0.0683,  0.10808, -0.08808,  0.28911,  0.46335
1307, 305, -0.06807,  0.09361, -0.10088,  0.24639,  0.45913
1308, 305, -0.06807,  0.09361, -0.10088,  0.24639,  0.45913
1309, 306, -0.08326,  0.09151, -0.10206,  0.23896,  0.49422
1310, 301, -0.08147,  0.10584, -0.08902,  0.28426,  0.49484
1311, 301, -0.08147,  0.10584, -0.08902,  0.28426,  0.49484
1312, 306, -0.08326,  0.09151, -0.10206,  0.23896,  0.49422
1313, 304, -0.09404,  0.10403, -0.09103,  0.27796,  0.5246
1314, 284, -0.08223,  0.11771, -0.06003,  0.35511,  0.50047
1315, 303, -0.09577,  0.11548, -0.06189,  0.34983,  0.53307
1316, 274, -0.09741,  0.12, -0.04814,  0.38147,  0.53543
1317, 306, -0.08326,  0.09151, -0.10206,  0.23896,  0.49422
1318, 305, -0.06807,  0.09361, -0.10088,  0.24639,  0.45913
1319, 307, -0.06657,  0.07525, -0.10891,  0.20119,  0.44781
1320, 308, -0.04565,  0.07866, -0.10356,  0.21868,  0.39867
1321, 307, -0.06657,  0.07525, -0.10891,  0.20119,  0.44781
1322, 305, -0.06807,  0.09361, -0.10088,  0.24639,  0.45913
1323, 307, -0.06657,  0.07525, -0.10891,  0.20119,  0.44781
1324, 308, -0.04565,  0.07866, -0.10356,  0.21868,  0.39867
1325, 309, -0.04296,  0.05836, -0.10477,  0.17547,  0.3795
1326, 309, -0.04296,  0.05836, -0.10477,  0.17547,  0.3795
1327, 310, -0.06408,  0.05258, -0.11192,  0.14995,  0.42997
1328, 307, -0.06657,  0.07525, -0.10891,  0.20119,  0.44781
1329, 311, -0.08433,  0.07323, -0.11219,  0.18991,  0.48967
1330, 307, -0.06657,  0.07525, -0.10891,  0.20119,  0.44781
1331, 310, -0.06408,  0.05258, -0.11192,  0.14995,  0.42997
1332, 307, -0.06657,  0.07525, -0.10891,  0.20119,  0.44781
1333, 311, -0.08433,  0.07323, -0.11219,  0.18991,  0.48967
1334, 306, -0.08326,  0.09151, -0.10206,  0.23896,  0.49422
1335, 310, -0.06408,  0.05258, -0.11192,  0.14995,  0.42997
1336, 312, -0.08159,  0.04869, -0.11545,  0.13326,  0.47169
1337, 311, -0.08433,  0.07323, -0.11219,  0.18991,  0.48967
1338, 305, -0.06807,  0.09361, -0.10088,  0.24639,  0.45913
1339, 313, -0.04934,  0.09695, -0.09737,  0.25913,  0.41534
1340, 308, -0.04565,  0.07866, -0.10356,  0.21868,  0.39867
1341, 313, -0.04934,  0.09695, -0.09737,  0.25913,  0.41534
1342, 305, -0.06807,  0.09361, -0.10088,  0.24639,  0.45913
1343, 300, -0.0683,  0.10808, -0.08808,  0.28911,  0.46335
1344, 311, -0.08433,  0.07323, -0.11219,  0.18991,  0.48967
1345, 312, -0.08159,  0.04869, -0.11545,  0.13326,  0.47169
1346, 314, -0.10482,  0.07129, -0.11537,  0.17848,  0.53795
1347, 314, -0.10482,  0.07129, -0.11537,  0.17848,  0.53795
1348, 312, -0.08159,  0.04869, -0.11545,  0.13326,  0.47169
1349, 315, -0.10021,  0.04416, -0.12077,  0.11498,  0.51651
1350, 314, -0.10482,  0.07129, -0.11537,  0.17848,  0.53795
1351, 315, -0.10021,  0.04416, -0.12077,  0.11498,  0.51651
1352, 316, -0.12138,  0.04079, -0.1271,  0.09833,  0.56797
1353, 316, -0.12138,  0.04079, -0.1271,  0.09833,  0.56797
1354, 317, -0.12511,  0.06897, -0.12142,  0.16411,  0.58628
1355, 314, -0.10482,  0.07129, -0.11537,  0.17848,  0.53795
1356, 308, -0.04565,  0.07866, -0.10356,  0.21868,  0.39867
1357, 318, -0.03268,  0.06249, -0.09791,  0.19377,  0.35224
1358, 309, -0.04296,  0.05836, -0.10477,  0.17547,  0.3795
1359, 319, -0.03556,  0.08271, -0.0993,  0.23401,  0.37617
1360, 318, -0.03268,  0.06249, -0.09791,  0.19377,  0.35224
1361, 308, -0.04565,  0.07866, -0.10356,  0.21868,  0.39867
1362, 319, -0.03556,  0.08271, -0.0993,  0.23401,  0.37617
1363, 308, -0.04565,  0.07866, -0.10356,  0.21868,  0.39867
1364, 313, -0.04934,  0.09695, -0.09737,  0.25913,  0.41534
1365, 317, -0.12511,  0.06897, -0.12142,  0.16411,  0.58628
1366, 316, -0.12138,  0.04079, -0.1271,  0.09833,  0.56797
1367, 320, -0.14545,  0.06724, -0.12701,  0.15188,  0.63407
1368, 320, -0.14545,  0.06724, -0.12701,  0.15188,  0.63407
1369, 316, -0.12138,  0.04079, -0.1271,  0.09833,  0.56797
1370, 321, -0.14263,  0.03662, -0.13325,  0.08107,  0.61807
1371, 322, -0.16803,  0.064, -0.13046,  0.13863,  0.68627
1372, 320, -0.14545,  0.06724, -0.12701,  0.15188,  0.63407
1373, 321, -0.14263,  0.03662, -0.13325,  0.08107,  0.61807
1374, 320, -0.14545,  0.06724, -0.12701,  0.15188,  0.63407
1375, 322, -0.16803,  0.064, -0.13046,  0.13863,  0.68627
1376, 323, -0.16955,  0.08681, -0.11927,  0.19649,  0.69371
1377, 323, -0.16955,  0.08681, -0.11927,  0.19649,  0.69371
1378, 324, -0.14724,  0.08762, -0.11585,  0.20475,  0.6424
1379, 320, -0.14545,  0.06724, -0.12701,  0.15188,  0.63407
1380, 317, -0.12511,  0.06897, -0.12142,  0.16411,  0.58628
1381, 320, -0.14545,  0.06724, -0.12701,  0.15188,  0.63407
1382, 324, -0.14724,  0.08762, -0.11585,  0.20475,  0.6424
1383, 325, -0.14887,  0.10645, -0.09961,  0.26153,  0.64948
1384, 324, -0.14724,  0.08762, -0.11585,  0.20475,  0.6424
1385, 323, -0.16955,  0.08681, -0.11927,  0.19649,  0.69371
1386, 323, -0.16955,  0.08681, -0.11927,  0.19649,  0.69371
1387, 326, -0.1712,  0.10648, -0.10204,  0.25577,  0.69987
1388, 325, -0.14887,  0.10645, -0.09961,  0.26153,  0.64948
1389, 327, -0.13091,  0.10444, -0.09634,  0.26576,  0.60818
1390, 324, -0.14724,  0.08762, -0.11585,  0.20475,  0.6424
1391, 325, -0.14887,  0.10645, -0.09961,  0.26153,  0.64948
1392, 327, -0.13091,  0.10444, -0.09634,  0.26576,  0.60818
1393, 328, -0.12867,  0.08812, -0.10953,  0.2166,  0.59895
1394, 324, -0.14724,  0.08762, -0.11585,  0.20475,  0.6424
1395, 328, -0.12867,  0.08812, -0.10953,  0.2166,  0.59895
1396, 317, -0.12511,  0.06897, -0.12142,  0.16411,  0.58628
1397, 324, -0.14724,  0.08762, -0.11585,  0.20475,  0.6424
1398, 325, -0.14887,  0.10645, -0.09961,  0.26153,  0.64948
1399, 326, -0.1712,  0.10648, -0.10204,  0.25577,  0.69987
1400, 329, -0.17301,  0.12044, -0.08252,  0.31003,  0.70567
1401, 329, -0.17301,  0.12044, -0.08252,  0.31003,  0.70567
1402, 330, -0.15041,  0.11865, -0.08077,  0.3132,  0.65497
1403, 325, -0.14887,  0.10645, -0.09961,  0.26153,  0.64948
1404, 327, -0.13091,  0.10444, -0.09634,  0.26576,  0.60818
1405, 325, -0.14887,  0.10645, -0.09961,  0.26153,  0.64948
1406, 330, -0.15041,  0.11865, -0.08077,  0.3132,  0.65497
1407, 330, -0.15041,  0.11865, -0.08077,  0.3132,  0.65497
1408, 331, -0.13152,  0.11562, -0.07843,  0.31607,  0.61277
1409, 327, -0.13091,  0.10444, -0.09634,  0.26576,  0.60818
1410, 328, -0.12867,  0.08812, -0.10953,  0.2166,  0.59895
1411, 327, -0.13091,  0.10444, -0.09634,  0.26576,  0.60818
1412, 332, -0.10741,  0.10319, -0.09303,  0.2723,  0.5549
1413, 331, -0.13152,  0.11562, -0.07843,  0.31607,  0.61277
1414, 332, -0.10741,  0.10319, -0.09303,  0.2723,  0.5549
1415, 327, -0.13091,  0.10444, -0.09634,  0.26576,  0.60818
1416, 332, -0.10741,  0.10319, -0.09303,  0.2723,  0.5549
1417, 333, -0.10614,  0.08987, -0.10485,  0.22933,  0.5471
1418, 328, -0.12867,  0.08812, -0.10953,  0.2166,  0.59895
1419, 331, -0.13152,  0.11562, -0.07843,  0.31607,  0.61277
1420, 334, -0.10815,  0.11081, -0.07676,  0.31639,  0.56069
1421, 332, -0.10741,  0.10319, -0.09303,  0.2723,  0.5549
1422, 329, -0.17301,  0.12044, -0.08252,  0.31003,  0.70567
1423, 326, -0.1712,  0.10648, -0.10204,  0.25577,  0.69987
1424, 335, -0.21016,  0.10163, -0.10574,  0.24101,  0.78847
1425, 335, -0.21016,  0.10163, -0.10574,  0.24101,  0.78847
1426, 336, -0.21468,  0.11694, -0.08555,  0.29829,  0.79995
1427, 329, -0.17301,  0.12044, -0.08252,  0.31003,  0.70567
1428, 329, -0.17301,  0.12044, -0.08252,  0.31003,  0.70567
1429, 336, -0.21468,  0.11694, -0.08555,  0.29829,  0.79995
1430, 337, -0.2178,  0.13122, -0.06067,  0.3604,  0.8053
1431, 337, -0.2178,  0.13122, -0.06067,  0.3604,  0.8053
1432, 338, -0.17364,  0.13454, -0.05961,  0.36509,  0.70546
1433, 329, -0.17301,  0.12044, -0.08252,  0.31003,  0.70567
1434, 336, -0.21468,  0.11694, -0.08555,  0.29829,  0.79995
1435, 335, -0.21016,  0.10163, -0.10574,  0.24101,  0.78847
1436, 339, -0.2552,  0.08717, -0.10621,  0.2245,  0.89569
1437, 340, -0.23633,  0.07415, -0.12105,  0.1745,  0.85175
1438, 339, -0.2552,  0.08717, -0.10621,  0.2245,  0.89569
1439, 335, -0.21016,  0.10163, -0.10574,  0.24101,  0.78847
1440, 335, -0.21016,  0.10163, -0.10574,  0.24101,  0.78847
1441, 341, -0.20547,  0.08316, -0.12086,  0.18687,  0.77682
1442, 340, -0.23633,  0.07415, -0.12105,  0.1745,  0.85175
1443, 341, -0.20547,  0.08316, -0.12086,  0.18687,  0.77682
1444, 335, -0.21016,  0.10163, -0.10574,  0.24101,  0.78847
1445, 326, -0.1712,  0.10648, -0.10204,  0.25577,  0.69987
1446, 339, -0.2552,  0.08717, -0.10621,  0.2245,  0.89569
1447, 342, -0.26673,  0.10348, -0.08434,  0.29111,  0.9208
1448, 336, -0.21468,  0.11694, -0.08555,  0.29829,  0.79995
1449, 337, -0.2178,  0.13122, -0.06067,  0.3604,  0.8053
1450, 336, -0.21468,  0.11694, -0.08555,  0.29829,  0.79995
1451, 342, -0.26673,  0.10348, -0.08434,  0.29111,  0.9208
1452, 317, -0.12511,  0.06897, -0.12142,  0.16411,  0.58628
1453, 328, -0.12867,  0.08812, -0.10953,  0.2166,  0.59895
1454, 333, -0.10614,  0.08987, -0.10485,  0.22933,  0.5471
1455, 333, -0.10614,  0.08987, -0.10485,  0.22933,  0.5471
1456, 314, -0.10482,  0.07129, -0.11537,  0.17848,  0.53795
1457, 317, -0.12511,  0.06897, -0.12142,  0.16411,  0.58628
1458, 342, -0.26673,  0.10348, -0.08434,  0.29111,  0.9208
1459, 343, -0.27324,  0.11386, -0.06123,  0.35152,  0.93377
1460, 337, -0.2178,  0.13122, -0.06067,  0.3604,  0.8053
1461, 344, -0.19937,  0.05832, -0.13295,  0.12271,  0.75984
1462, 340, -0.23633,  0.07415, -0.12105,  0.1745,  0.85175
1463, 341, -0.20547,  0.08316, -0.12086,  0.18687,  0.77682
1464, 344, -0.19937,  0.05832, -0.13295,  0.12271,  0.75984
1465, 341, -0.20547,  0.08316, -0.12086,  0.18687,  0.77682
1466, 323, -0.16955,  0.08681, -0.11927,  0.19649,  0.69371
1467, 323, -0.16955,  0.08681, -0.11927,  0.19649,  0.69371
1468, 322, -0.16803,  0.064, -0.13046,  0.13863,  0.68627
1469, 344, -0.19937,  0.05832, -0.13295,  0.12271,  0.75984
1470, 322, -0.16803,  0.064, -0.13046,  0.13863,  0.68627
1471, 345, -0.165,  0.03152, -0.13674,  0.06285,  0.66864
1472, 344, -0.19937,  0.05832, -0.13295,  0.12271,  0.75984
1473, 321, -0.14263,  0.03662, -0.13325,  0.08107,  0.61807
1474, 345, -0.165,  0.03152, -0.13674,  0.06285,  0.66864
1475, 322, -0.16803,  0.064, -0.13046,  0.13863,  0.68627
1476, 345, -0.165,  0.03152, -0.13674,  0.06285,  0.66864
1477, 321, -0.14263,  0.03662, -0.13325,  0.08107,  0.61807
1478, 346, -0.13956,  0.01184, -0.13494,  0.02474,  0.60181
1479, 346, -0.13956,  0.01184, -0.13494,  0.02474,  0.60181
1480, 321, -0.14263,  0.03662, -0.13325,  0.08107,  0.61807
1481, 316, -0.12138,  0.04079, -0.1271,  0.09833,  0.56797
1482, 316, -0.12138,  0.04079, -0.1271,  0.09833,  0.56797
1483, 347, -0.1158,  0.01433, -0.12836,  0.03954,  0.54348
1484, 346, -0.13956,  0.01184, -0.13494,  0.02474,  0.60181
1485, 347, -0.1158,  0.01433, -0.12836,  0.03954,  0.54348
1486, 316, -0.12138,  0.04079, -0.1271,  0.09833,  0.56797
1487, 315, -0.10021,  0.04416, -0.12077,  0.11498,  0.51651
1488, 315, -0.10021,  0.04416, -0.12077,  0.11498,  0.51651
1489, 348, -0.09319,  0.01921, -0.12076,  0.06,  0.48809
1490, 347, -0.1158,  0.01433, -0.12836,  0.03954,  0.54348
1491, 347, -0.1158,  0.01433, -0.12836,  0.03954,  0.54348
1492, 348, -0.09319,  0.01921, -0.12076,  0.06,  0.48809
1493, 349, -0.08937,  0.0036, -0.12002,  0.02479,  0.47191
1494, 350, -0.07079,  0.02492, -0.11439,  0.08279,  0.43269
1495, 349, -0.08937,  0.0036, -0.12002,  0.02479,  0.47191
1496, 348, -0.09319,  0.01921, -0.12076,  0.06,  0.48809
1497, 349, -0.08937,  0.0036, -0.12002,  0.02479,  0.47191
1498, 350, -0.07079,  0.02492, -0.11439,  0.08279,  0.43269
1499, 351, -0.06626,  0.00725, -0.11368,  0.04357,  0.41255
1500, 349, -0.08937,  0.0036, -0.12002,  0.02479,  0.47191
1501, 352, -0.12318,  0.00354, -0.12761,  0.01209,  0.55423
1502, 347, -0.1158,  0.01433, -0.12836,  0.03954,  0.54348
1503, 347, -0.1158,  0.01433, -0.12836,  0.03954,  0.54348
1504, 352, -0.12318,  0.00354, -0.12761,  0.01209,  0.55423
1505, 346, -0.13956,  0.01184, -0.13494,  0.02474,  0.60181
1506, 348, -0.09319,  0.01921, -0.12076,  0.06,  0.48809
1507, 315, -0.10021,  0.04416, -0.12077,  0.11498,  0.51651
1508, 312, -0.08159,  0.04869, -0.11545,  0.13326,  0.47169
1509, 348, -0.09319,  0.01921, -0.12076,  0.06,  0.48809
1510, 312, -0.08159,  0.04869, -0.11545,  0.13326,  0.47169
1511, 350, -0.07079,  0.02492, -0.11439,  0.08279,  0.43269
1512, 350, -0.07079,  0.02492, -0.11439,  0.08279,  0.43269
1513, 312, -0.08159,  0.04869, -0.11545,  0.13326,  0.47169
1514, 310, -0.06408,  0.05258, -0.11192,  0.14995,  0.42997
1515, 350, -0.07079,  0.02492, -0.11439,  0.08279,  0.43269
1516, 310, -0.06408,  0.05258, -0.11192,  0.14995,  0.42997
1517, 353, -0.0439,  0.03148, -0.10378,  0.11319,  0.36195
1518, 353, -0.0439,  0.03148, -0.10378,  0.11319,  0.36195
1519, 310, -0.06408,  0.05258, -0.11192,  0.14995,  0.42997
1520, 309, -0.04296,  0.05836, -0.10477,  0.17547,  0.3795
1521, 351, -0.06626,  0.00725, -0.11368,  0.04357,  0.41255
1522, 350, -0.07079,  0.02492, -0.11439,  0.08279,  0.43269
1523, 354, -0.04629,  0.01268, -0.10416,  0.06721,  0.35731
1524, 350, -0.07079,  0.02492, -0.11439,  0.08279,  0.43269
1525, 353, -0.0439,  0.03148, -0.10378,  0.11319,  0.36195
1526, 355, -0.04398,  0.03087, -0.10382,  0.11191,  0.36183
1527, 354, -0.04629,  0.01268, -0.10416,  0.06721,  0.35731
1528, 350, -0.07079,  0.02492, -0.11439,  0.08279,  0.43269
1529, 355, -0.04398,  0.03087, -0.10382,  0.11191,  0.36183
1530, 356, -0.03871,  0.0132, -0.0953,  0.07567,  0.32662
1531, 354, -0.04629,  0.01268, -0.10416,  0.06721,  0.35731
1532, 355, -0.04398,  0.03087, -0.10382,  0.11191,  0.36183
1533, 357, -0.0224,  0.02143, -0.08168,  0.11102,  0.27803
1534, 355, -0.04398,  0.03087, -0.10382,  0.11191,  0.36183
1535, 353, -0.0439,  0.03148, -0.10378,  0.11319,  0.36195
1536, 357, -0.0224,  0.02143, -0.08168,  0.11102,  0.27803
1537, 356, -0.03871,  0.0132, -0.0953,  0.07567,  0.32662
1538, 355, -0.04398,  0.03087, -0.10382,  0.11191,  0.36183
1539, 357, -0.0224,  0.02143, -0.08168,  0.11102,  0.27803
1540, 353, -0.0439,  0.03148, -0.10378,  0.11319,  0.36195
1541, 358, -0.0206,  0.04275, -0.09008,  0.16172,  0.30105
1542, 357, -0.0224,  0.02143, -0.08168,  0.11102,  0.27803
1543, 358, -0.0206,  0.04275, -0.09008,  0.16172,  0.30105
1544, 359, -0.00697,  0.03329, -0.06537,  0.16662,  0.22552
1545, 358, -0.0206,  0.04275, -0.09008,  0.16172,  0.30105
1546, 353, -0.0439,  0.03148, -0.10378,  0.11319,  0.36195
1547, 318, -0.03268,  0.06249, -0.09791,  0.19377,  0.35224
1548, 318, -0.03268,  0.06249, -0.09791,  0.19377,  0.35224
1549, 353, -0.0439,  0.03148, -0.10378,  0.11319,  0.36195
1550, 309, -0.04296,  0.05836, -0.10477,  0.17547,  0.3795
1551, 359, -0.00697,  0.03329, -0.06537,  0.16662,  0.22552
1552, 358, -0.0206,  0.04275, -0.09008,  0.16172,  0.30105
1553, 360, -0.00412,  0.05345, -0.07134,  0.21488,  0.24826
1554, 361, -0.0224,  0.06663, -0.09105,  0.21372,  0.32617
1555, 360, -0.00412,  0.05345, -0.07134,  0.21488,  0.24826
1556, 358, -0.0206,  0.04275, -0.09008,  0.16172,  0.30105
1557, 358, -0.0206,  0.04275, -0.09008,  0.16172,  0.30105
1558, 318, -0.03268,  0.06249, -0.09791,  0.19377,  0.35224
1559, 361, -0.0224,  0.06663, -0.09105,  0.21372,  0.32617
1560, 361, -0.0224,  0.06663, -0.09105,  0.21372,  0.32617
1561, 362, -0.00686,  0.07691, -0.07225,  0.26355,  0.28056
1562, 360, -0.00412,  0.05345, -0.07134,  0.21488,  0.24826
1563, 361, -0.0224,  0.06663, -0.09105,  0.21372,  0.32617
1564, 363, -0.02547,  0.08675, -0.09173,  0.2527,  0.35166
1565, 362, -0.00686,  0.07691, -0.07225,  0.26355,  0.28056
1566, 364, -0.00948,  0.09612, -0.07326,  0.29823,  0.31054
1567, 362, -0.00686,  0.07691, -0.07225,  0.26355,  0.28056
1568, 363, -0.02547,  0.08675, -0.09173,  0.2527,  0.35166
1569, 365,  0.00568,  0.0874, -0.05377,  0.31768,  0.24857
1570, 362, -0.00686,  0.07691, -0.07225,  0.26355,  0.28056
